"תאריך","הגרלה","_1_","_2_","_3_","_4_","_5_","_6_","_7_","_8_","_9_","_10_","_11_","_12_","_13_","_14_","_15_","_16_","_17_","מספר_הזוכים_בפרס_הראשון"
"26/07/09","3856","10","11","15","21","23","24","26","28","30","31","35","37","40","49","62","65","68","1"
"25/07/09","3855","03","05","08","09","14","21","30","31","40","41","44","46","48","51","61","63","69","0"
"24/07/09","3854","03","09","21","23","26","29","31","35","37","45","46","48","50","52","57","64","68","0"
"23/07/09","3853","01","02","13","26","27","29","31","36","44","45","46","47","49","53","63","66","68","2"
"23/07/09","3852","03","04","13","20","21","22","26","30","35","41","45","51","57","58","61","62","69","0"
"22/07/09","3851","02","08","12","19","21","24","25","39","50","52","53","55","56","58","60","65","66","1"
"22/07/09","3850","01","04","06","07","10","17","24","28","38","43","50","56","58","59","60","63","64","0"
"21/07/09","3849","03","07","10","13","14","15","17","26","27","30","31","37","38","52","55","64","65","1"
"21/07/09","3848","01","03","12","19","20","22","24","25","27","30","31","45","47","49","50","54","61","0"
"20/07/09","3847","03","06","09","13","24","28","31","39","43","46","57","58","61","62","66","67","68","1"
"20/07/09","3846","02","04","05","09","11","17","19","24","25","38","46","47","52","53","55","62","67","0"
"19/07/09","3845","07","12","14","19","27","28","30","39","43","46","49","51","55","56","57","58","67","1"
"19/07/09","3844","01","02","06","09","13","15","17","29","44","45","47","49","50","51","54","57","67","1"
"18/07/09","3843","02","05","07","09","10","13","15","18","20","26","28","41","46","54","55","64","70","1"
"17/07/09","3842","05","07","08","10","15","22","26","29","31","32","34","43","50","52","59","60","65","0"
"16/07/09","3841","04","08","14","15","17","27","28","33","37","40","42","43","46","47","63","68","70","0"
"16/07/09","3840","03","10","11","20","24","25","31","33","34","42","46","50","53","56","63","64","66","0"
"15/07/09","3839","12","16","20","21","31","33","35","39","44","45","46","50","51","52","63","65","68","8"
"15/07/09","3838","01","02","05","09","19","20","21","31","33","34","40","45","50","51","53","55","60","0"
"14/07/09","3837","05","11","12","13","26","36","37","38","41","42","45","50","53","55","56","65","69","0"
"14/07/09","3836","08","10","11","12","15","20","21","38","39","45","49","51","53","54","57","62","68","2"
"13/07/09","3835","02","05","09","14","16","18","19","33","38","44","50","51","53","56","64","67","70","0"
"13/07/09","3834","06","09","17","25","29","30","31","32","34","42","49","52","57","58","64","67","69","0"
"12/07/09","3833","02","08","11","12","15","20","28","31","32","37","38","46","48","49","56","60","61","0"
"12/07/09","3832","08","12","13","21","24","29","37","40","45","51","53","55","60","61","63","65","70","0"
"11/07/09","3831","03","04","11","20","23","24","27","31","33","36","37","45","54","59","62","63","68","0"
"10/07/09","3830","08","14","15","17","18","21","31","33","34","35","37","43","49","51","61","62","68","0"
"09/07/09","3829","03","04","08","11","20","21","22","24","30","36","39","46","48","52","56","64","65","0"
"09/07/09","3828","02","04","08","10","16","17","22","26","29","31","40","54","55","57","61","69","70","0"
"08/07/09","3827","04","05","06","10","15","23","27","28","29","36","40","43","52","55","67","68","69","0"
"08/07/09","3826","02","12","18","21","24","30","31","33","35","40","46","48","49","50","51","54","68","0"
"07/07/09","3825","02","10","11","25","26","28","30","31","34","44","45","52","58","64","66","67","68","0"
"07/07/09","3824","02","08","12","20","22","24","30","38","41","43","44","45","46","52","55","57","67","1"
"06/07/09","3823","02","13","18","20","24","25","27","29","33","37","39","42","46","50","52","67","68","0"
"06/07/09","3822","03","10","12","18","20","32","33","35","36","38","41","47","49","50","51","56","60","0"
"05/07/09","3821","02","10","12","18","19","20","23","25","32","33","40","42","50","56","58","64","67","0"
"05/07/09","3820","05","08","09","12","16","18","21","22","25","32","33","36","39","41","45","60","64","0"
"04/07/09","3819","08","16","20","26","28","30","31","33","34","37","43","44","47","50","57","63","67","0"
"03/07/09","3818","01","02","05","08","15","19","20","23","24","31","37","39","41","54","57","61","62","0"
"02/07/09","3817","09","11","17","18","20","25","27","46","50","51","52","59","62","63","65","67","68","0"
"02/07/09","3816","04","05","11","14","18","21","22","27","32","38","39","44","45","48","51","55","61","1"
"01/07/09","3815","03","04","05","09","10","11","20","21","37","42","44","46","52","56","57","66","68","1"
"01/07/09","3814","01","02","04","11","12","13","21","24","30","31","38","42","47","60","61","65","67","0"
"30/06/09","3813","01","08","11","16","18","20","22","24","25","28","41","44","47","52","54","55","61","1"
"30/06/09","3812","13","15","16","18","19","20","21","22","31","36","38","43","52","54","64","66","68","0"
"29/06/09","3811","02","04","07","11","12","13","26","31","32","41","45","49","57","60","61","62","69","0"
"29/06/09","3810","04","06","09","11","12","21","27","29","32","33","44","49","50","51","55","65","68","0"
"28/06/09","3809","05","12","13","17","19","21","25","26","27","32","34","42","47","58","61","64","65","0"
"28/06/09","3808","01","02","06","25","28","29","33","40","45","49","60","62","63","66","68","69","70","0"
"27/06/09","3807","01","11","13","27","28","29","31","35","38","40","41","54","55","56","60","65","67","0"
"26/06/09","3806","03","20","22","23","28","30","33","34","43","44","48","55","62","66","68","69","70","0"
"25/06/09","3805","02","05","15","20","24","25","26","28","31","33","35","37","41","50","56","59","64","0"
"25/06/09","3804","01","11","20","24","28","31","36","37","44","48","49","56","58","60","61","64","69","1"
"24/06/09","3803","02","12","13","14","18","22","29","33","37","41","46","47","49","61","63","64","70","1"
"24/06/09","3802","05","08","14","18","19","20","30","32","33","43","44","46","51","56","60","61","67","0"
"23/06/09","3801","01","06","07","10","11","12","21","25","27","28","42","43","45","49","50","55","63","1"
"23/06/09","3800","05","08","10","11","14","21","23","27","37","39","40","41","45","48","53","62","63","0"
"22/06/09","3799","08","09","18","20","21","30","36","45","46","49","52","56","60","62","63","64","67","0"
"22/06/09","3798","03","12","14","18","19","21","22","24","28","40","41","44","50","51","56","60","64","0"
"21/06/09","3797","01","06","09","10","11","13","15","28","29","33","35","49","61","63","64","68","70","0"
"21/06/09","3796","01","04","06","10","11","15","20","21","34","39","40","44","48","52","54","64","67","2"
"20/06/09","3795","01","02","10","17","23","25","30","38","43","48","50","52","53","58","59","64","67","0"
"19/06/09","3794","12","13","14","15","16","18","20","24","27","28","34","35","43","54","62","65","67","1"
"18/06/09","3793","12","13","17","18","19","20","23","28","38","48","49","50","55","62","64","65","67","1"
"18/06/09","3792","03","25","27","28","32","39","40","41","45","47","50","51","54","55","58","59","61","0"
"17/06/09","3791","02","06","10","13","15","16","20","24","27","28","29","40","44","45","48","57","59","1"
"17/06/09","3790","01","03","09","15","19","22","26","41","50","53","56","57","59","61","63","68","70","0"
"16/06/09","3789","03","04","07","08","09","13","23","33","39","45","48","50","51","55","56","65","68","0"
"16/06/09","3788","03","04","09","15","24","31","34","39","43","50","51","56","61","65","68","69","70","0"
"15/06/09","3787","02","04","05","07","10","12","17","19","22","27","30","35","41","45","46","63","66","0"
"15/06/09","3786","16","17","26","28","32","34","41","42","46","47","48","49","63","64","67","69","70","1"
"14/06/09","3785","03","07","08","12","15","21","27","29","31","38","49","53","57","61","63","66","69","1"
"14/06/09","3784","01","03","05","07","09","12","28","35","41","52","53","55","56","62","65","66","70","0"
"13/06/09","3783","01","06","11","15","18","19","28","31","36","42","45","47","48","54","60","65","68","0"
"12/06/09","3782","03","08","09","15","17","23","30","35","36","40","46","50","54","55","56","63","67","0"
"11/06/09","3781","11","22","23","25","28","29","31","32","39","48","49","51","56","63","65","68","69","1"
"11/06/09","3780","03","05","13","17","30","34","36","37","40","41","43","50","52","54","58","60","65","0"
"10/06/09","3779","04","11","24","26","27","35","39","41","44","48","49","55","57","60","63","64","69","0"
"10/06/09","3778","02","09","10","13","14","15","16","20","25","27","28","30","41","46","54","65","68","0"
"09/06/09","3777","05","12","14","16","19","26","28","31","32","34","40","45","49","53","55","57","65","0"
"09/06/09","3776","04","06","20","27","28","29","30","35","38","43","51","52","53","55","57","63","65","0"
"08/06/09","3775","03","05","08","14","16","17","20","28","30","33","40","45","49","50","51","56","58","0"
"08/06/09","3774","01","08","13","22","23","25","28","37","41","42","44","53","56","58","64","66","68","0"
"07/06/09","3773","01","05","16","18","21","22","23","27","31","33","35","38","39","49","55","64","68","0"
"07/06/09","3772","04","07","12","22","23","24","30","34","42","48","51","52","58","61","62","65","68","0"
"06/06/09","3771","02","03","09","13","15","22","23","24","30","37","43","44","49","50","53","58","62","0"
"05/06/09","3770","05","10","12","14","15","18","24","25","26","32","34","40","51","61","64","65","66","0"
"04/06/09","3769","01","10","18","20","23","34","43","45","47","49","53","54","59","65","66","68","69","0"
"04/06/09","3768","02","06","08","13","16","18","20","22","24","29","32","36","37","54","65","66","68","0"
"03/06/09","3767","15","22","23","25","35","43","44","45","50","52","53","57","58","60","64","66","67","0"
"03/06/09","3766","02","03","04","08","11","13","20","22","32","33","37","38","47","51","62","65","67","1"
"02/06/09","3765","01","07","10","14","17","24","31","37","40","43","51","52","54","58","60","64","66","0"
"02/06/09","3764","03","07","09","12","15","18","19","20","23","40","44","46","48","53","62","67","69","0"
"01/06/09","3763","04","09","13","16","21","24","28","32","38","39","44","52","53","56","65","68","69","0"
"01/06/09","3762","03","15","17","24","27","28","32","33","36","41","43","46","49","50","55","58","70","0"
"31/05/09","3761","03","08","09","11","12","13","16","17","49","50","51","52","53","57","59","63","66","1"
"31/05/09","3760","04","08","21","22","23","27","28","38","43","50","51","58","59","64","65","67","70","0"
"30/05/09","3759","02","04","06","08","11","15","19","24","34","37","38","42","47","50","56","61","69","0"
"28/05/09","3758","02","05","12","13","14","19","20","28","29","32","33","41","43","46","59","67","69","0"
"27/05/09","3757","03","06","07","14","20","21","25","27","36","41","42","48","54","56","60","66","70","0"
"27/05/09","3756","10","16","22","31","37","44","48","49","51","53","56","57","59","62","63","65","69","0"
"26/05/09","3755","06","07","23","24","25","31","36","37","40","42","43","48","51","61","65","67","68","0"
"26/05/09","3754","04","07","12","20","21","27","29","31","33","35","39","40","49","50","55","61","62","0"
"25/05/09","3753","01","05","10","11","12","14","15","21","25","26","32","34","41","42","43","60","68","1"
"25/05/09","3752","07","12","13","18","19","25","38","40","45","48","49","52","57","61","67","68","70","0"
"24/05/09","3751","03","07","12","18","21","22","28","30","34","44","47","48","57","58","64","68","69","0"
"24/05/09","3750","05","08","09","12","13","16","22","24","38","43","48","49","54","55","57","63","70","1"
"23/05/09","3749","02","06","10","11","20","24","34","36","40","43","44","45","51","61","63","68","69","1"
"22/05/09","3748","02","03","04","06","10","12","23","26","28","36","41","43","44","51","66","68","69","1"
"21/05/09","3747","01","08","09","15","18","30","36","38","46","47","48","49","53","54","56","66","70","0"
"21/05/09","3746","03","15","19","21","25","27","28","30","34","36","42","43","51","57","63","64","66","2"
"20/05/09","3745","14","15","22","25","27","29","34","35","39","42","44","51","55","61","65","66","67","0"
"20/05/09","3744","09","11","22","26","28","31","32","35","36","37","42","43","46","49","52","55","60","1"
"19/05/09","3743","14","15","16","17","20","21","22","31","32","39","41","49","50","52","55","58","59","0"
"19/05/09","3742","02","15","17","24","29","30","32","40","41","46","49","51","57","59","62","65","66","0"
"18/05/09","3741","05","12","24","26","27","32","33","36","37","43","46","51","53","56","58","66","69","0"
"18/05/09","3740","02","06","12","18","20","24","29","33","35","36","38","39","51","53","57","62","63","1"
"17/05/09","3739","02","07","09","13","14","18","23","33","34","38","45","47","56","57","58","62","65","1"
"17/05/09","3738","02","08","23","29","31","35","36","41","42","50","53","55","57","60","63","65","66","0"
"16/05/09","3737","01","04","06","10","19","26","31","32","40","42","52","55","56","58","59","60","67","0"
"15/05/09","3736","08","14","15","16","18","29","30","33","34","44","51","52","61","67","68","69","70","0"
"14/05/09","3735","02","16","17","21","24","25","28","34","35","38","41","43","55","57","58","59","62","1"
"14/05/09","3734","03","10","12","15","17","25","33","38","41","42","44","46","52","53","55","63","66","0"
"13/05/09","3733","04","06","08","10","13","15","21","23","26","29","30","39","42","52","55","58","59","0"
"13/05/09","3732","05","10","11","14","18","23","26","29","30","34","40","46","47","54","62","65","66","0"
"12/05/09","3731","03","10","14","17","21","22","23","24","26","27","35","36","41","46","53","61","63","0"
"12/05/09","3730","02","12","17","28","33","36","37","38","44","47","55","57","59","62","64","66","68","1"
"11/05/09","3729","10","13","15","23","27","28","29","36","37","39","45","46","49","53","58","59","67","0"
"11/05/09","3728","01","03","05","08","12","14","17","23","25","32","39","41","50","57","58","60","64","0"
"10/05/09","3727","05","09","11","12","14","15","16","26","30","40","41","44","48","50","51","55","56","0"
"10/05/09","3726","01","05","10","12","20","21","25","26","27","31","34","39","45","57","58","64","66","0"
"09/05/09","3725","03","07","08","10","15","19","25","30","31","32","38","52","54","57","59","65","66","0"
"08/05/09","3724","01","09","11","15","20","21","24","27","38","43","44","53","54","60","65","66","69","1"
"07/05/09","3723","01","06","07","08","10","13","14","23","24","40","44","45","49","57","60","62","64","0"
"07/05/09","3722","08","13","19","24","33","35","39","46","47","48","52","56","58","66","67","69","70","0"
"06/05/09","3721","05","08","10","11","14","20","21","24","27","29","35","37","47","53","58","68","69","0"
"06/05/09","3720","02","03","05","18","19","20","22","23","26","34","38","47","54","59","61","64","66","0"
"05/05/09","3719","03","04","06","07","08","19","23","27","28","31","34","54","58","61","62","68","70","0"
"05/05/09","3718","04","06","11","14","16","18","20","31","36","40","44","47","49","53","55","57","70","1"
"04/05/09","3717","04","09","20","21","22","26","33","34","41","42","43","49","51","52","53","64","68","1"
"04/05/09","3716","06","11","12","17","19","22","25","35","41","43","46","49","50","51","52","59","65","0"
"03/05/09","3715","07","16","17","29","30","34","36","40","41","42","48","52","53","54","55","58","69","0"
"03/05/09","3714","01","03","04","06","08","18","21","22","24","35","37","40","41","43","58","59","60","1"
"02/05/09","3713","03","19","20","27","28","29","35","37","41","44","48","50","51","54","57","64","69","0"
"01/05/09","3712","07","15","16","25","27","30","34","37","38","44","45","46","55","56","58","62","68","0"
"30/04/09","3711","02","04","08","15","16","17","18","23","41","43","45","49","57","59","67","68","69","0"
"30/04/09","3710","12","13","18","20","21","23","24","26","27","29","45","49","50","51","55","67","70","0"
"29/04/09","3709","07","15","21","28","30","39","42","43","45","48","50","58","61","62","63","65","68","0"
"29/04/09","3708","07","08","15","16","25","26","33","35","38","43","56","57","58","59","60","66","68","0"
"28/04/09","3707","07","11","12","14","21","22","26","32","37","39","42","52","53","63","64","65","66","1"
"27/04/09","3706","02","10","12","15","16","23","27","34","41","43","51","53","54","55","61","66","68","0"
"27/04/09","3705","01","10","15","18","19","22","24","26","32","39","41","44","48","52","56","63","64","0"
"26/04/09","3704","08","15","16","17","20","21","25","26","28","32","33","36","46","51","60","63","69","0"
"26/04/09","3703","02","03","14","17","20","23","32","36","46","48","56","57","62","63","64","67","69","0"
"25/04/09","3702","01","07","09","15","16","18","19","25","26","28","38","43","49","56","61","63","65","0"
"24/04/09","3701","02","18","21","24","25","28","29","33","42","47","49","52","58","60","66","67","70","0"
"23/04/09","3700","01","06","07","09","10","13","23","24","28","29","34","41","45","51","52","54","62","0"
"23/04/09","3699","01","02","07","09","21","26","34","41","45","48","58","59","63","65","66","67","69","1"
"22/04/09","3698","06","07","13","16","20","27","34","37","41","46","49","52","53","54","56","63","64","0"
"22/04/09","3697","02","04","05","06","10","14","26","31","34","36","43","47","48","52","53","58","67","0"
"21/04/09","3696","01","03","12","16","17","19","24","30","41","43","49","51","58","60","65","67","70","0"
"20/04/09","3695","03","10","15","17","23","28","31","32","41","45","47","54","57","60","63","65","69","0"
"20/04/09","3694","03","04","07","11","17","20","26","28","30","31","33","34","37","43","52","66","69","1"
"19/04/09","3693","02","03","06","13","15","17","23","24","30","39","40","44","49","58","62","63","65","0"
"19/04/09","3692","01","03","07","09","11","13","15","19","26","29","41","45","48","53","58","66","70","1"
"18/04/09","3691","03","11","18","24","28","33","35","37","38","40","46","50","56","60","64","65","69","0"
"17/04/09","3690","06","10","16","26","29","30","33","38","40","41","42","50","53","55","57","58","67","0"
"16/04/09","3689","02","03","05","06","21","32","34","43","45","46","48","49","56","62","63","69","70","1"
"16/04/09","3688","01","02","05","06","07","10","11","16","17","29","30","34","42","44","62","65","68","3"
"15/04/09","3687","03","07","08","15","17","21","23","26","31","34","37","47","51","52","59","64","67","0"
"14/04/09","3686","03","07","09","10","12","13","16","17","28","33","35","38","42","44","59","62","69","0"
"13/04/09","3685","02","09","20","24","25","29","30","32","45","48","50","56","60","65","67","68","69","0"
"13/04/09","3684","02","08","09","11","21","22","30","37","40","41","45","47","52","58","61","62","67","0"
"12/04/09","3683","01","03","07","08","09","18","21","25","28","29","44","48","49","57","58","66","68","2"
"12/04/09","3682","02","11","15","16","22","33","38","46","50","51","52","54","57","58","60","65","66","0"
"11/04/09","3681","01","02","05","07","08","13","28","32","33","34","37","41","44","47","55","63","65","0"
"10/04/09","3680","02","13","15","16","18","22","24","25","36","41","50","52","56","59","61","64","65","0"
"09/04/09","3679","04","10","23","25","34","44","46","48","49","50","55","57","60","62","63","68","69","0"
"08/04/09","3678","03","14","15","20","21","23","26","34","41","45","46","49","55","60","61","62","67","0"
"07/04/09","3677","06","07","16","22","26","32","33","40","50","52","55","57","59","61","64","69","70","0"
"07/04/09","3676","04","07","11","12","16","21","22","23","26","27","36","40","49","57","60","63","70","0"
"06/04/09","3675","10","12","19","24","26","31","33","36","42","49","51","54","57","58","63","64","67","0"
"06/04/09","3674","07","08","16","23","28","30","34","36","37","38","39","43","45","54","55","65","66","0"
"05/04/09","3673","06","07","10","26","32","35","36","42","44","45","51","54","58","59","61","66","69","1"
"05/04/09","3672","03","04","07","08","11","13","16","18","20","30","41","42","44","49","57","60","63","0"
"04/04/09","3671","02","05","08","10","11","19","21","22","25","27","34","41","43","47","53","54","61","0"
"03/04/09","3670","05","07","10","16","19","27","29","32","35","37","38","40","42","44","59","64","69","0"
"02/04/09","3669","04","05","06","15","18","22","23","26","27","30","34","37","48","52","60","63","67","0"
"02/04/09","3668","06","12","18","19","20","28","29","36","45","46","47","49","52","56","62","65","70","0"
"01/04/09","3667","02","04","11","16","23","25","31","33","41","43","46","49","51","53","56","64","65","1"
"01/04/09","3666","16","17","20","21","25","28","30","36","38","41","50","53","55","59","60","65","69","0"
"31/03/09","3665","07","10","11","14","16","18","19","21","33","36","44","48","53","54","57","60","63","0"
"31/03/09","3664","03","06","12","20","24","27","28","32","35","38","39","60","61","63","65","68","69","0"
"30/03/09","3663","01","02","05","10","15","16","28","36","41","52","55","57","58","62","68","69","70","0"
"30/03/09","3662","02","17","18","19","25","26","28","29","37","38","39","40","44","54","55","63","66","0"
"29/03/09","3661","01","04","06","12","16","22","24","28","32","44","49","50","53","56","59","60","63","0"
"29/03/09","3660","03","06","17","29","37","39","42","45","47","48","50","53","55","56","60","63","70","0"
"28/03/09","3659","02","05","06","07","09","18","19","28","32","37","38","40","44","51","55","63","66","0"
"27/03/09","3658","04","08","13","16","17","20","21","33","36","38","39","47","49","55","60","63","68","0"
"26/03/09","3657","01","02","09","15","20","25","31","33","38","40","41","44","50","54","60","64","66","0"
"26/03/09","3656","03","04","05","12","18","24","36","39","40","42","43","51","52","55","58","60","66","0"
"25/03/09","3655","01","02","06","12","13","21","23","32","35","38","43","48","49","52","53","57","59","0"
"25/03/09","3654","02","04","08","12","14","15","18","29","34","37","40","48","56","62","65","67","69","2"
"24/03/09","3653","01","08","10","14","16","22","23","25","26","41","49","51","52","57","63","65","69","0"
"24/03/09","3652","09","13","20","25","26","32","35","36","41","44","45","46","48","52","58","61","69","0"
"23/03/09","3651","09","12","15","20","21","23","24","29","31","37","38","42","43","46","47","48","68","0"
"23/03/09","3650","08","10","11","13","14","25","26","29","31","35","40","44","60","64","65","67","70","0"
"22/03/09","3649","01","04","06","11","12","13","15","21","24","33","36","45","47","51","52","65","66","0"
"22/03/09","3648","17","19","23","24","27","35","41","47","48","49","53","56","57","61","62","64","65","0"
"21/03/09","3647","01","10","22","23","24","27","31","33","41","42","49","51","52","53","54","55","57","0"
"20/03/09","3646","08","13","14","16","20","26","30","31","33","36","41","42","46","48","49","56","57","0"
"19/03/09","3645","01","06","09","10","11","15","18","20","26","33","40","44","52","57","61","64","68","0"
"19/03/09","3644","07","11","13","17","18","23","26","33","35","45","51","53","55","56","59","67","68","0"
"18/03/09","3643","06","10","13","16","18","28","30","31","32","35","40","51","53","58","62","63","68","0"
"18/03/09","3642","01","05","09","11","16","31","35","36","37","41","42","47","52","58","63","67","70","0"
"17/03/09","3641","06","07","14","16","19","20","22","24","25","40","56","57","59","62","64","66","69","0"
"17/03/09","3640","02","10","11","12","21","23","24","30","36","37","41","42","52","54","57","66","68","0"
"16/03/09","3639","04","13","14","17","18","23","24","35","37","38","44","46","58","59","66","68","70","0"
"16/03/09","3638","03","08","11","14","17","18","22","26","34","40","43","50","51","58","59","61","68","0"
"15/03/09","3637","01","06","11","12","17","23","24","26","27","33","34","36","40","47","51","65","66","0"
"15/03/09","3636","03","06","11","12","20","25","26","31","33","38","39","50","54","56","57","61","62","0"
"14/03/09","3635","03","04","07","16","18","22","39","44","48","51","56","59","62","63","64","68","69","0"
"13/03/09","3634","06","15","18","20","24","30","31","34","36","39","41","46","53","58","60","63","65","1"
"12/03/09","3633","09","15","33","35","39","41","43","44","48","49","52","54","59","60","63","64","67","0"
"12/03/09","3632","02","04","07","08","14","18","21","29","30","32","47","49","54","55","57","64","69","0"
"11/03/09","3631","03","12","13","14","15","16","21","35","37","41","43","44","45","48","56","65","66","0"
"11/03/09","3630","01","09","14","19","20","21","23","24","30","34","37","41","50","58","62","65","68","0"
"10/03/09","3629","03","07","10","11","18","22","24","26","31","36","41","44","47","48","49","50","63","1"
"10/03/09","3628","04","06","15","16","28","30","31","33","34","39","40","50","51","54","57","61","68","0"
"09/03/09","3627","13","19","20","26","29","31","32","39","44","45","49","58","61","62","63","66","68","0"
"09/03/09","3626","11","14","19","21","23","25","31","38","41","44","46","47","49","53","65","66","69","0"
"08/03/09","3625","02","04","05","12","14","15","18","23","26","35","48","50","54","57","61","63","67","0"
"08/03/09","3624","01","15","22","25","26","40","45","46","48","49","50","52","53","57","60","68","70","0"
"07/03/09","3623","01","02","03","05","10","12","27","32","40","43","44","49","52","55","60","61","70","0"
"06/03/09","3622","11","27","30","31","33","36","37","42","46","47","60","62","63","64","65","67","68","2"
"05/03/09","3621","04","06","07","08","09","10","14","16","27","32","41","42","46","51","59","63","65","0"
"05/03/09","3620","04","09","12","22","30","33","34","35","37","38","39","40","50","51","56","57","65","2"
"04/03/09","3619","04","09","14","22","30","35","36","40","43","48","52","54","60","61","62","68","69","0"
"04/03/09","3618","01","12","19","24","25","28","38","40","42","45","46","51","57","61","62","63","66","0"
"03/03/09","3617","01","14","15","17","19","23","26","29","37","49","52","55","56","58","59","63","65","0"
"03/03/09","3616","02","05","11","14","18","19","20","24","29","30","42","43","48","54","59","62","66","0"
"02/03/09","3615","06","10","14","17","20","21","22","23","26","30","31","36","44","45","52","54","66","0"
"02/03/09","3614","03","09","13","16","20","23","24","26","29","38","45","48","55","60","61","62","66","1"
"01/03/09","3613","01","07","12","13","17","21","22","25","34","37","46","48","57","58","62","64","65","0"
"01/03/09","3612","03","17","19","24","27","31","37","40","50","52","55","59","61","62","64","65","69","0"
"28/02/09","3611","01","04","07","08","13","14","16","22","23","25","31","33","39","44","56","58","67","0"
"27/02/09","3610","07","11","21","22","31","35","36","37","38","41","46","50","51","57","62","64","70","1"
"26/02/09","3609","06","08","09","10","26","31","36","43","45","46","47","48","50","54","59","67","68","0"
"26/02/09","3608","02","03","07","08","13","16","19","20","24","26","37","47","48","57","61","69","70","0"
"25/02/09","3607","11","13","17","18","24","27","30","32","39","40","46","56","60","66","67","69","70","0"
"25/02/09","3606","05","14","26","31","33","35","36","37","38","40","46","49","50","51","52","62","65","0"
"24/02/09","3605","04","15","18","23","24","28","33","35","37","42","50","54","55","56","58","66","69","2"
"24/02/09","3604","01","07","12","13","23","24","27","29","30","32","44","47","53","57","63","65","68","0"
"23/02/09","3603","01","03","04","06","08","09","13","20","34","38","45","46","50","51","54","64","65","1"
"23/02/09","3602","03","07","09","17","20","26","34","38","39","43","51","55","59","62","67","69","70","0"
"22/02/09","3601","04","06","08","10","13","18","32","34","49","59","60","61","64","65","67","68","70","1"
"22/02/09","3600","02","04","06","19","24","28","29","30","36","39","46","47","58","60","62","64","68","1"
"21/02/09","3599","01","11","14","16","22","24","36","42","44","46","48","50","59","63","64","65","70","0"
"20/02/09","3598","01","02","06","07","09","14","15","30","32","44","45","51","52","53","55","56","67","0"
"19/02/09","3597","03","04","06","07","30","33","37","38","39","46","48","51","53","55","57","63","65","0"
"19/02/09","3596","09","10","13","15","18","19","28","32","33","34","37","40","49","50","58","62","64","0"
"18/02/09","3595","02","09","14","15","17","19","39","42","45","46","47","51","55","59","62","67","70","1"
"18/02/09","3594","11","13","14","22","24","25","26","33","35","37","38","51","54","56","63","65","67","0"
"17/02/09","3593","04","07","10","16","19","25","29","34","41","46","52","58","59","61","63","64","65","0"
"17/02/09","3592","08","12","13","16","18","25","27","38","41","45","48","49","53","56","60","62","67","0"
"16/02/09","3591","03","09","13","19","24","25","30","31","35","36","37","41","42","44","51","61","64","0"
"16/02/09","3590","01","02","03","17","19","34","36","41","48","51","52","57","59","63","64","68","69","0"
"15/02/09","3589","01","06","10","14","18","26","30","32","35","40","43","47","49","52","56","62","68","1"
"15/02/09","3588","03","10","11","20","28","32","35","38","40","50","52","53","54","63","64","66","69","0"
"14/02/09","3587","02","04","12","14","21","23","27","28","37","42","47","52","60","61","64","67","70","0"
"13/02/09","3586","06","13","15","18","20","24","27","29","31","39","41","45","56","64","67","68","69","0"
"12/02/09","3585","06","08","16","23","25","29","30","40","46","49","56","57","58","61","65","68","69","0"
"12/02/09","3584","04","05","07","09","17","20","21","24","31","41","43","54","56","61","63","64","66","0"
"11/02/09","3583","02","04","10","14","16","33","34","36","37","38","41","45","46","47","48","50","58","0"
"11/02/09","3582","09","14","15","19","21","37","40","41","43","48","49","52","56","59","61","63","69","0"
"10/02/09","3581","12","14","16","25","26","27","29","35","41","47","49","54","56","61","62","63","68","0"
"10/02/09","3580","05","15","21","22","24","25","32","37","39","41","48","49","59","60","61","63","67","1"
"09/02/09","3579","01","02","06","07","11","15","19","21","27","28","40","49","50","64","66","67","70","0"
"09/02/09","3578","01","02","04","06","09","23","27","29","38","39","42","49","52","53","57","58","68","0"
"08/02/09","3577","03","05","08","10","11","21","24","26","28","34","35","36","39","40","47","64","66","0"
"08/02/09","3576","21","24","25","26","27","35","36","38","40","41","44","45","49","60","63","66","67","0"
"07/02/09","3575","12","13","19","22","29","33","34","38","44","47","52","57","58","61","62","63","68","0"
"06/02/09","3574","03","08","13","16","18","27","31","35","39","41","42","43","47","53","58","69","70","0"
"05/02/09","3573","11","14","17","23","24","25","26","27","30","34","39","42","44","47","57","58","70","0"
"05/02/09","3572","07","13","18","19","21","24","33","36","38","39","41","45","49","57","59","61","66","0"
"04/02/09","3571","02","07","08","12","13","16","21","32","34","37","39","40","42","44","52","53","56","1"
"04/02/09","3570","02","05","09","12","16","17","23","28","33","36","41","45","55","58","60","62","64","0"
"03/02/09","3569","02","08","09","12","16","17","19","30","36","39","43","44","57","58","61","66","68","0"
"03/02/09","3568","03","05","15","21","26","28","30","33","34","35","36","41","42","50","64","66","70","0"
"02/02/09","3567","01","02","08","09","10","19","25","26","32","37","40","42","49","52","55","58","60","0"
"02/02/09","3566","01","04","07","15","19","20","26","34","38","40","41","46","48","49","53","55","60","1"
"01/02/09","3565","02","05","09","10","11","14","15","16","30","37","47","57","60","64","65","66","68","0"
"01/02/09","3564","03","07","10","12","21","24","27","29","30","40","43","46","48","51","53","64","65","1"
"31/01/09","3563","02","05","18","22","23","29","30","33","36","42","44","46","55","57","58","66","67","0"
"30/01/09","3562","03","06","09","10","12","14","16","17","22","26","30","41","44","48","50","63","68","0"
